symbol,date,price
BH-01um,1/29/2017 16:00,3289.368
BH-01um,1/29/2017 17:00,3289.396
BH-01um,1/29/2017 18:00,3289.409
BH-01um,1/29/2017 19:00,3289.429
BH-01um,1/29/2017 20:00,3289.43
BH-01um,1/29/2017 21:00,3289.429
BH-01um,1/29/2017 22:00,3289.44
BH-01um,1/29/2017 23:00,3289.408
BH-01um,1/30/2017 0:00,3289.425
BH-01um,1/30/2017 1:00,3289.436
BH-01um,1/30/2017 2:00,3289.435
BH-01um,1/30/2017 3:00,3289.435
BH-01um,1/30/2017 4:00,3289.422
BH-01um,1/30/2017 5:00,3289.407
BH-01um,1/30/2017 6:00,3289.403
BH-01um,1/30/2017 7:00,3289.401
BH-01um,1/30/2017 8:00,3289.409
BH-01um,1/30/2017 9:00,3289.415
BH-01um,1/30/2017 10:00,3289.418
BH-01um,1/30/2017 11:00,3289.427
BH-01um,1/30/2017 12:00,3289.435
BH-01um,1/30/2017 13:00,3289.449
BH-01um,1/30/2017 14:00,3289.452
BH-01um,1/30/2017 15:00,3289.451
BH-01um,1/30/2017 16:00,3289.45
BH-01um,1/30/2017 17:00,3289.426
BH-01um,1/30/2017 18:00,3289.426
BH-01um,1/30/2017 19:00,3289.416
BH-01um,1/30/2017 20:00,3289.422
BH-01um,1/30/2017 21:00,3289.433
BH-01um,1/30/2017 22:00,3289.432
BH-01um,1/30/2017 23:00,3289.414
BH-01um,1/31/2017 0:00,3289.395
BH-01um,1/31/2017 1:00,3289.381
BH-01um,1/31/2017 2:00,3289.371
BH-01um,1/31/2017 3:00,3289.367
BH-01um,1/31/2017 4:00,3289.356
BH-01um,1/31/2017 5:00,3289.353
BH-01um,1/31/2017 6:00,3289.336
BH-01um,1/31/2017 7:00,3289.334
BH-01um,1/31/2017 8:00,3289.318
BH-01um,1/31/2017 9:00,3289.308
BH-01um,1/31/2017 10:00,3289.303
BH-01um,1/31/2017 11:00,3289.293
BH-01um,1/31/2017 12:00,3289.297
BH-01um,1/31/2017 13:00,3289.302
BH-01um,1/31/2017 14:00,3289.304
BH-01um,1/31/2017 15:00,3289.3
BH-01um,1/31/2017 16:00,3289.284
BH-01um,1/31/2017 17:00,3289.279
BH-01um,1/31/2017 18:00,3289.258
BH-01um,1/31/2017 19:00,3289.256
BH-01um,1/31/2017 20:00,3289.257
BH-01um,1/31/2017 21:00,3289.249
BH-01um,1/31/2017 22:00,3289.241
BH-01um,1/31/2017 23:00,3289.236
BH-01um,2/1/2017 0:00,3289.211
BH-01um,2/1/2017 1:00,3289.21
BH-01um,2/1/2017 2:00,3289.205
BH-01um,2/1/2017 3:00,3289.185
BH-01um,2/1/2017 4:00,3289.172
BH-01um,2/1/2017 5:00,3289.15
BH-01um,2/1/2017 6:00,3289.14
BH-01um,2/1/2017 7:00,3289.127
BH-01um,2/1/2017 8:00,3289.131
BH-01um,2/1/2017 9:00,3289.114
BH-01um,2/1/2017 10:00,3289.111
BH-01um,2/1/2017 11:00,3289.108
BH-01um,2/1/2017 12:00,3289.108
BH-01um,2/1/2017 13:00,3289.113
BH-01um,2/1/2017 14:00,3289.112
BH-01um,2/1/2017 15:00,3289.121
BH-01um,2/1/2017 16:00,3289.117
BH-01um,2/1/2017 17:00,3289.11
BH-01um,2/1/2017 18:00,3289.117
BH-01um,2/1/2017 19:00,3289.124
BH-01um,2/1/2017 20:00,3289.127
BH-01um,2/1/2017 21:00,3289.138
BH-01um,2/1/2017 22:00,3289.149
BH-01um,2/1/2017 23:00,3289.16
BH-01um,2/2/2017 0:00,3289.17
BH-01um,2/2/2017 1:00,3289.184
BH-01um,2/2/2017 2:00,3289.202
BH-01um,2/2/2017 3:00,3289.205
BH-01um,2/2/2017 4:00,3289.213
BH-01um,2/2/2017 5:00,3289.226
BH-01um,2/2/2017 6:00,3289.237
BH-01um,2/2/2017 7:00,3289.237
BH-01um,2/2/2017 8:00,3289.246
BH-01um,2/2/2017 9:00,3289.246
BH-01um,2/2/2017 10:00,3289.254
BH-01um,2/2/2017 11:00,3289.25
BH-01um,2/2/2017 12:00,3289.259
BH-01um,2/2/2017 13:00,3289.268
BH-01um,2/2/2017 14:00,3289.271
BH-01um,2/2/2017 15:00,3289.287
BH-01um,2/2/2017 16:00,3289.295
BH-01um,2/2/2017 17:00,3289.295
BH-01um,2/2/2017 18:00,3289.298
BH-01um,2/2/2017 19:00,3289.308
BH-01um,2/2/2017 20:00,3289.317
BH-01um,2/2/2017 21:00,3289.336
BH-01um,2/2/2017 22:00,3289.351
BH-01um,2/2/2017 23:00,3289.375
BH-01um,2/3/2017 0:00,3289.4
BH-01um,2/3/2017 1:00,3289.428
BH-01um,2/3/2017 2:00,3289.447
BH-01um,2/3/2017 3:00,3289.472
BH-01um,2/3/2017 4:00,3289.501
BH-01um,2/3/2017 5:00,3289.536
BH-01um,2/3/2017 6:00,3289.56
BH-01um,2/3/2017 7:00,3289.577
BH-01um,2/3/2017 8:00,3289.592
BH-01um,2/3/2017 9:00,3289.612
BH-01um,2/3/2017 10:00,3289.622
BH-01um,2/3/2017 11:00,3289.642
BH-01um,2/3/2017 12:00,3289.667
BH-01um,2/3/2017 13:00,3289.686
BH-01um,2/3/2017 14:00,3289.702
BH-01um,2/3/2017 15:00,3289.71
BH-01um,2/3/2017 16:00,3289.715
BH-01um,2/3/2017 17:00,3289.706
BH-01um,2/3/2017 18:00,3289.69
BH-01um,2/3/2017 19:00,3289.648
BH-01um,2/3/2017 20:00,3289.616
BH-01um,2/3/2017 21:00,3289.599
BH-01um,2/3/2017 22:00,3289.589
BH-01um,2/3/2017 23:00,3289.573
BH-01um,2/4/2017 0:00,3289.566
BH-01um,2/4/2017 1:00,3289.565
BH-01um,2/4/2017 2:00,3289.557
BH-01um,2/4/2017 3:00,3289.546
BH-01um,2/4/2017 4:00,3289.541
BH-01um,2/4/2017 5:00,3289.527
BH-01um,2/4/2017 6:00,3289.52
BH-01um,2/4/2017 7:00,3289.51
BH-01um,2/4/2017 8:00,3289.494
BH-01um,2/4/2017 9:00,3289.487
BH-01um,2/4/2017 10:00,3289.487
BH-01um,2/4/2017 11:00,3289.48
BH-01um,2/4/2017 12:00,3289.487
BH-01um,2/4/2017 13:00,3289.508
BH-01um,2/4/2017 14:00,3289.526
BH-01um,2/4/2017 15:00,3289.543
BH-01um,2/4/2017 16:00,3289.542
BH-01um,2/4/2017 17:00,3289.546
BH-01um,2/4/2017 18:00,3289.548
BH-01um,2/4/2017 19:00,3289.55
BH-01um,2/4/2017 20:00,3289.545
BH-01um,2/4/2017 21:00,3289.559
BH-01um,2/4/2017 22:00,3289.553
BH-01um,2/4/2017 23:00,3289.545
BH-01um,2/5/2017 0:00,3289.55
BH-01um,2/5/2017 1:00,3289.569
BH-01um,2/5/2017 2:00,3289.577
BH-01um,2/5/2017 3:00,3289.589
BH-01um,2/5/2017 4:00,3289.606
BH-01um,2/5/2017 5:00,3289.62
BH-01um,2/5/2017 6:00,3289.627
BH-01um,2/5/2017 7:00,3289.628
BH-01um,2/5/2017 8:00,3289.622
BH-01um,2/5/2017 9:00,3289.617
BH-01um,2/5/2017 10:00,3289.618
BH-01um,2/5/2017 11:00,3289.606
BH-01um,2/5/2017 12:00,3289.599
BH-01um,2/5/2017 13:00,3289.605
BH-01um,2/5/2017 14:00,3289.61
BH-01um,2/5/2017 15:00,3289.611
BH-01um,2/5/2017 16:00,3289.591
BH-01um,2/5/2017 17:00,3289.569
BH-01um,2/5/2017 18:00,3289.558
BH-01um,2/5/2017 19:00,3289.548
BH-01um,2/5/2017 20:00,3289.554
BH-01um,2/5/2017 21:00,3289.564
BH-01um,2/5/2017 22:00,3289.563
BH-01um,2/5/2017 23:00,3289.559
BH-01um,2/6/2017 0:00,3289.573
BH-01um,2/6/2017 1:00,3289.588
BH-01um,2/6/2017 2:00,3289.598
BH-01um,2/6/2017 3:00,3289.611
BH-01um,2/6/2017 4:00,3289.621
BH-01um,2/6/2017 5:00,3289.645
BH-01um,2/6/2017 6:00,3289.654
BH-01um,2/6/2017 7:00,3289.668
BH-01um,2/6/2017 8:00,3289.668
BH-01um,2/6/2017 9:00,3289.667
BH-01um,2/6/2017 10:00,3289.677
BH-01um,2/6/2017 11:00,3289.656
BH-01um,2/6/2017 12:00,3289.654
BH-01um,2/6/2017 13:00,3289.672
BH-01um,2/6/2017 14:00,3289.666
BH-01um,2/6/2017 15:00,3289.66
BH-01um,2/6/2017 16:00,3289.64
BH-01um,2/6/2017 17:00,3289.622
BH-01um,2/6/2017 18:00,3289.588
BH-01um,2/6/2017 19:00,3289.571
BH-01um,2/6/2017 20:00,3289.573
BH-01um,2/6/2017 21:00,3289.558
BH-01um,2/6/2017 22:00,3289.54
BH-01um,2/6/2017 23:00,3289.528
BH-01um,2/7/2017 0:00,3289.509
BH-01um,2/7/2017 1:00,3289.477
BH-01um,2/7/2017 2:00,3289.449
BH-01um,2/7/2017 3:00,3289.431
BH-01um,2/7/2017 4:00,3289.407
BH-01um,2/7/2017 5:00,3289.401
BH-01um,2/7/2017 6:00,3289.397
BH-01um,2/7/2017 7:00,3289.398
BH-01um,2/7/2017 8:00,3289.404
BH-01um,2/7/2017 9:00,3289.421
BH-01um,2/7/2017 10:00,3289.418
BH-01um,2/7/2017 11:00,3289.399
BH-01um,2/7/2017 12:00,3289.417
BH-01um,2/7/2017 13:00,3289.445
BH-01um,2/7/2017 14:00,3289.453
BH-01um,2/7/2017 15:00,3289.471
BH-01um,2/7/2017 16:00,3289.463
BH-01um,2/7/2017 17:00,3289.453
BH-01um,2/7/2017 18:00,3289.435
BH-01um,2/7/2017 19:00,3289.433
BH-01um,2/7/2017 20:00,3289.419
BH-01um,2/7/2017 21:00,3289.404
BH-01um,2/7/2017 22:00,3289.383
BH-01um,2/7/2017 23:00,3289.377
BH-01um,2/8/2017 0:00,3289.365
BH-01um,2/8/2017 1:00,3289.373
BH-01um,2/8/2017 2:00,3289.361
BH-01um,2/8/2017 3:00,3289.367
BH-01um,2/8/2017 4:00,3289.38
BH-01um,2/8/2017 5:00,3289.384
BH-01um,2/8/2017 6:00,3289.378
BH-01um,2/8/2017 7:00,3289.373
BH-01um,2/8/2017 8:00,3289.353
BH-01um,2/8/2017 9:00,3289.338
BH-01um,2/8/2017 10:00,3289.315
BH-01um,2/8/2017 11:00,3289.3
BH-01um,2/8/2017 12:00,3289.288
BH-01um,2/8/2017 13:00,3289.285
BH-01um,2/8/2017 14:00,3289.304
